EcologExpTime,PlateCode,C -Source,Well,OD,WellNr,Date,Time
0,1,L-Arginine,A4,0.083,36,28/06/2012,22:21:28
0,1,Pyruvic Acid Methyl Ester,B1,0.054,37,28/06/2012,22:21:28
0,1,D-Xylose,B2,0.041,38,28/06/2012,22:21:28
0,1,D-Galacturonic Acid,B3,0.041,39,28/06/2012,22:21:28
0,1,L-Asparagine,B4,0.044,40,28/06/2012,22:21:28
0,1,Tween 40,C1,0.055,41,28/06/2012,22:21:28
0,1,i-Erythritol,C2,0.04,42,28/06/2012,22:21:28
0,1,2-Hydroxy Benzoic Acid,C3,0.058,43,28/06/2012,22:21:28
0,1,L-Phenylalanine,C4,0.04,44,28/06/2012,22:21:28
0,1,Tween 80,D1,0.055,45,28/06/2012,22:21:28
0,1,D-Mannitol,D2,0.041,46,28/06/2012,22:21:28
0,1,4-Hydroxy Benzoic Acid,D3,0.064,47,28/06/2012,22:21:28
0,1,L-Serine,D4,0.041,48,28/06/2012,22:21:28
0,1,_-Cyclodextrin,E1,0.046,49,28/06/2012,22:21:28
0,1,N-Acetyl-D-Glucosamine,E2,0.041,50,28/06/2012,22:21:28
0,1,_-Hydroxybutyric Acid,E3,0.044,51,28/06/2012,22:21:28
0,1,L-Threonine,E4,0.04,52,28/06/2012,22:21:28
0,1,Glycogen,F1,0.046,53,28/06/2012,22:21:28
0,1,D-Glucosaminic Acid,F2,0.041,54,28/06/2012,22:21:28
0,1,Itaconic Acid,F3,0.11,55,28/06/2012,22:21:28
0,1,Glycyl-L-Glutamic Acid,F4,0.041,56,28/06/2012,22:21:28
0,1,D-Cellobiose,G1,0.044,57,28/06/2012,22:21:28
0,1,Glucose-1-Phosphate,G2,0.055,58,28/06/2012,22:21:28
0,1,_-Ketobutyric Acid,G3,0.079,59,28/06/2012,22:21:28
0,1,Phenylethyl-amine,G4,0.07,60,28/06/2012,22:21:28
0,1,_-D-Lactose,H1,0.047,61,28/06/2012,22:21:28
0,1,D L-_-Glycerol Phosphate,H2,0.041,62,28/06/2012,22:21:28
0,1,D-Malic Acid,H3,0.041,63,28/06/2012,22:21:28
0,1,Putrescine,H4,0.039,64,28/06/2012,22:21:28
0,1,Water,A1,0.048,65,28/06/2012,22:21:28
0,1,_-Methyl-D-Glucoside,A2,0.04,66,28/06/2012,22:21:28
0,1,D-Galactonic Acid _-Lactone,A3,0.039,67,28/06/2012,22:21:28
0,1,L-Arginine,A4,0.04,68,28/06/2012,22:21:28
0,1,Pyruvic Acid Methyl Ester,B1,0.048,69,28/06/2012,22:21:28
0,1,D-Xylose,B2,0.044,70,28/06/2012,22:21:28
0,1,D-Galacturonic Acid,B3,0.04,71,28/06/2012,22:21:28
0,1,L-Asparagine,B4,0.042,72,28/06/2012,22:21:28
0,1,Tween 40,C1,0.041,73,28/06/2012,22:21:28
0,1,i-Erythritol,C2,0.041,74,28/06/2012,22:21:28
0,1,2-Hydroxy Benzoic Acid,C3,0.042,75,28/06/2012,22:21:28
0,1,L-Phenylalanine,C4,0.04,76,28/06/2012,22:21:28
0,1,Tween 80,D1,0.039,77,28/06/2012,22:21:28
0,1,D-Mannitol,D2,0.043,78,28/06/2012,22:21:28
0,1,4-Hydroxy Benzoic Acid,D3,0.041,79,28/06/2012,22:21:28
0,1,L-Serine,D4,0.052,80,28/06/2012,22:21:28
0,1,_-Cyclodextrin,E1,0.045,81,28/06/2012,22:21:28
0,1,N-Acetyl-D-Glucosamine,E2,0.126,82,28/06/2012,22:21:28
0,1,_-Hydroxybutyric Acid,E3,0.043,83,28/06/2012,22:21:28
0,1,L-Threonine,E4,0.041,84,28/06/2012,22:21:28
0,1,Glycogen,F1,0.043,85,28/06/2012,22:21:28
0,1,D-Glucosaminic Acid,F2,0.04,86,28/06/2012,22:21:28
0,1,Itaconic Acid,F3,0.039,87,28/06/2012,22:21:28
0,1,Glycyl-L-Glutamic Acid,F4,0.04,88,28/06/2012,22:21:28
0,1,D-Cellobiose,G1,0.039,89,28/06/2012,22:21:28
0,1,Glucose-1-Phosphate,G2,0.039,90,28/06/2012,22:21:28
0,1,_-Ketobutyric Acid,G3,0.039,91,28/06/2012,22:21:28
0,1,Phenylethyl-amine,G4,0.04,92,28/06/2012,22:21:28
0,1,_-D-Lactose,H1,0.04,93,28/06/2012,22:21:28
0,1,D L-_-Glycerol Phosphate,H2,0.081,94,28/06/2012,22:21:28
0,1,D-Malic Acid,H3,0.039,95,28/06/2012,22:21:28
0,1,Putrescine,H4,0.042,96,28/06/2012,22:21:28
24,1,Water,A1,0.043,1,29/06/2012,22:29:10
24,1,_-Methyl-D-Glucoside,A2,0.053,2,29/06/2012,22:29:10
24,1,D-Galactonic Acid _-Lactone,A3,0.041,3,29/06/2012,22:29:10
24,1,L-Arginine,A4,0.042,4,29/06/2012,22:29:10
24,1,Pyruvic Acid Methyl Ester,B1,0.044,5,29/06/2012,22:29:10
24,1,D-Xylose,B2,0.043,6,29/06/2012,22:29:10
24,1,D-Galacturonic Acid,B3,0.045,7,29/06/2012,22:29:10
24,1,L-Asparagine,B4,0.076,8,29/06/2012,22:29:10
24,1,Tween 40,C1,0.048,9,29/06/2012,22:29:10
24,1,i-Erythritol,C2,0.044,10,29/06/2012,22:29:10
24,1,2-Hydroxy Benzoic Acid,C3,0.043,11,29/06/2012,22:29:10
24,1,L-Phenylalanine,C4,0.044,12,29/06/2012,22:29:10
24,1,Tween 80,D1,0.049,13,29/06/2012,22:29:10
24,1,D-Mannitol,D2,0.059,14,29/06/2012,22:29:10
24,1,4-Hydroxy Benzoic Acid,D3,0.043,15,29/06/2012,22:29:10
24,1,L-Serine,D4,0.055,16,29/06/2012,22:29:10
24,1,_-Cyclodextrin,E1,0.049,17,29/06/2012,22:29:10
24,1,N-Acetyl-D-Glucosamine,E2,0.057,18,29/06/2012,22:29:10
24,1,_-Hydroxybutyric Acid,E3,0.041,19,29/06/2012,22:29:10
24,1,L-Threonine,E4,0.042,20,29/06/2012,22:29:10
24,1,Glycogen,F1,0.042,21,29/06/2012,22:29:10
24,1,D-Glucosaminic Acid,F2,0.053,22,29/06/2012,22:29:10
24,1,Itaconic Acid,F3,0.074,23,29/06/2012,22:29:10
24,1,Glycyl-L-Glutamic Acid,F4,0.086,24,29/06/2012,22:29:10
24,1,D-Cellobiose,G1,0.059,25,29/06/2012,22:29:10
24,1,Glucose-1-Phosphate,G2,0.041,26,29/06/2012,22:29:10
24,1,_-Ketobutyric Acid,G3,0.048,27,29/06/2012,22:29:10
24,1,Phenylethyl-amine,G4,0.044,28,29/06/2012,22:29:10
24,1,_-D-Lactose,H1,0.061,29,29/06/2012,22:29:10
24,1,D L-_-Glycerol Phosphate,H2,0.039,30,29/06/2012,22:29:10
24,1,D-Malic Acid,H3,0.046,31,29/06/2012,22:29:10
24,1,Putrescine,H4,0.041,32,29/06/2012,22:29:10
24,1,Water,A1,0.057,33,29/06/2012,22:29:10
24,1,_-Methyl-D-Glucoside,A2,0.045,34,29/06/2012,22:29:10
24,1,D-Galactonic Acid _-Lactone,A3,0.04,35,29/06/2012,22:29:10
24,1,L-Arginine,A4,0.061,36,29/06/2012,22:29:10
24,1,Pyruvic Acid Methyl Ester,B1,0.066,37,29/06/2012,22:29:10
24,1,D-Xylose,B2,0.047,38,29/06/2012,22:29:10
24,1,D-Galacturonic Acid,B3,0.044,39,29/06/2012,22:29:10
24,1,L-Asparagine,B4,0.044,40,29/06/2012,22:29:10
24,1,Tween 40,C1,0.057,41,29/06/2012,22:29:10
24,1,i-Erythritol,C2,0.048,42,29/06/2012,22:29:10
24,1,2-Hydroxy Benzoic Acid,C3,0.043,43,29/06/2012,22:29:10
24,1,L-Phenylalanine,C4,0.041,44,29/06/2012,22:29:10
24,1,Tween 80,D1,0.07,45,29/06/2012,22:29:10
24,1,D-Mannitol,D2,0.042,46,29/06/2012,22:29:10
24,1,4-Hydroxy Benzoic Acid,D3,0.043,47,29/06/2012,22:29:10
24,1,L-Serine,D4,0.043,48,29/06/2012,22:29:10
24,1,_-Cyclodextrin,E1,0.045,49,29/06/2012,22:29:10
24,1,N-Acetyl-D-Glucosamine,E2,0.042,50,29/06/2012,22:29:10
24,1,_-Hydroxybutyric Acid,E3,0.043,51,29/06/2012,22:29:10
24,1,L-Threonine,E4,0.042,52,29/06/2012,22:29:10
24,1,Glycogen,F1,0.044,53,29/06/2012,22:29:10
24,1,D-Glucosaminic Acid,F2,0.047,54,29/06/2012,22:29:10
24,1,Itaconic Acid,F3,0.05,55,29/06/2012,22:29:10
24,1,Glycyl-L-Glutamic Acid,F4,0.042,56,29/06/2012,22:29:10
24,1,D-Cellobiose,G1,0.043,57,29/06/2012,22:29:10
24,1,Glucose-1-Phosphate,G2,0.051,58,29/06/2012,22:29:10
24,1,_-Ketobutyric Acid,G3,0.064,59,29/06/2012,22:29:10
24,1,Phenylethyl-amine,G4,0.06,60,29/06/2012,22:29:10
24,1,_-D-Lactose,H1,0.077,61,29/06/2012,22:29:10
24,1,D L-_-Glycerol Phosphate,H2,0.151,62,29/06/2012,22:29:10
24,1,D-Malic Acid,H3,0.042,63,29/06/2012,22:29:10
24,1,Putrescine,H4,0.041,64,29/06/2012,22:29:10
24,1,Water,A1,0.055,65,29/06/2012,22:29:10
24,1,_-Methyl-D-Glucoside,A2,0.041,66,29/06/2012,22:29:10
24,1,D-Galactonic Acid _-Lactone,A3,0.04,67,29/06/2012,22:29:10
24,1,L-Arginine,A4,0.047,68,29/06/2012,22:29:10
24,1,Pyruvic Acid Methyl Ester,B1,0.05,69,29/06/2012,22:29:10
24,1,D-Xylose,B2,0.067,70,29/06/2012,22:29:10
24,1,D-Galacturonic Acid,B3,0.041,71,29/06/2012,22:29:10
24,1,L-Asparagine,B4,0.044,72,29/06/2012,22:29:10
24,1,Tween 40,C1,0.043,73,29/06/2012,22:29:10
24,1,i-Erythritol,C2,0.042,74,29/06/2012,22:29:10
24,1,2-Hydroxy Benzoic Acid,C3,0.043,75,29/06/2012,22:29:10
24,1,L-Phenylalanine,C4,0.042,76,29/06/2012,22:29:10
24,1,Tween 80,D1,0.059,77,29/06/2012,22:29:10
24,1,D-Mannitol,D2,0.044,78,29/06/2012,22:29:10
24,1,4-Hydroxy Benzoic Acid,D3,0.042,79,29/06/2012,22:29:10
24,1,L-Serine,D4,0.046,80,29/06/2012,22:29:10
24,1,_-Cyclodextrin,E1,0.054,81,29/06/2012,22:29:10
24,1,N-Acetyl-D-Glucosamine,E2,0.051,82,29/06/2012,22:29:10
24,1,_-Hydroxybutyric Acid,E3,0.046,83,29/06/2012,22:29:10
24,1,L-Threonine,E4,0.042,84,29/06/2012,22:29:10
24,1,Glycogen,F1,0.043,85,29/06/2012,22:29:10
24,1,D-Glucosaminic Acid,F2,0.05,86,29/06/2012,22:29:10
24,1,Itaconic Acid,F3,0.043,87,29/06/2012,22:29:10
24,1,Glycyl-L-Glutamic Acid,F4,0.042,88,29/06/2012,22:29:10
24,1,D-Cellobiose,G1,0.041,89,29/06/2012,22:29:10
24,1,Glucose-1-Phosphate,G2,0.047,90,29/06/2012,22:29:10
24,1,_-Ketobutyric Acid,G3,0.042,91,29/06/2012,22:29:10
24,1,Phenylethyl-amine,G4,0.044,92,29/06/2012,22:29:10
24,1,_-D-Lactose,H1,0.041,93,29/06/2012,22:29:10
24,1,D L-_-Glycerol Phosphate,H2,0.052,94,29/06/2012,22:29:10
24,1,D-Malic Acid,H3,0.043,95,29/06/2012,22:29:10
24,1,Putrescine,H4,0.045,96,29/06/2012,22:29:10
38,1,Water,A1,0.063,1,30/06/2012,12:33:46
38,1,_-Methyl-D-Glucoside,A2,0.064,2,30/06/2012,12:33:46
38,1,D-Galactonic Acid _-Lactone,A3,0.041,3,30/06/2012,12:33:46
38,1,L-Arginine,A4,0.042,4,30/06/2012,12:33:46
38,1,Pyruvic Acid Methyl Ester,B1,0.065,5,30/06/2012,12:33:46
38,1,D-Xylose,B2,0.072,6,30/06/2012,12:33:46
38,1,D-Galacturonic Acid,B3,0.14,7,30/06/2012,12:33:46
38,1,L-Asparagine,B4,0.074,8,30/06/2012,12:33:46
38,1,Tween 40,C1,0.058,9,30/06/2012,12:33:46
38,1,i-Erythritol,C2,0.044,10,30/06/2012,12:33:46
38,1,2-Hydroxy Benzoic Acid,C3,0.091,11,30/06/2012,12:33:46
38,1,L-Phenylalanine,C4,0.105,12,30/06/2012,12:33:46
38,1,Tween 80,D1,0.143,13,30/06/2012,12:33:46
38,1,D-Mannitol,D2,0.058,14,30/06/2012,12:33:46
38,1,4-Hydroxy Benzoic Acid,D3,0.044,15,30/06/2012,12:33:46
38,1,L-Serine,D4,0.446,16,30/06/2012,12:33:46
38,1,_-Cyclodextrin,E1,0.158,17,30/06/2012,12:33:46
38,1,N-Acetyl-D-Glucosamine,E2,0.057,18,30/06/2012,12:33:46
38,1,_-Hydroxybutyric Acid,E3,0.042,19,30/06/2012,12:33:46
38,1,L-Threonine,E4,0.306,20,30/06/2012,12:33:46
38,1,Glycogen,F1,0.042,21,30/06/2012,12:33:46
38,1,D-Glucosaminic Acid,F2,0.051,22,30/06/2012,12:33:46
38,1,Itaconic Acid,F3,0.289,23,30/06/2012,12:33:46
38,1,Glycyl-L-Glutamic Acid,F4,0.602,24,30/06/2012,12:33:46
38,1,D-Cellobiose,G1,0.131,25,30/06/2012,12:33:46
38,1,Glucose-1-Phosphate,G2,0.041,26,30/06/2012,12:33:46
38,1,_-Ketobutyric Acid,G3,0.049,27,30/06/2012,12:33:46
38,1,Phenylethyl-amine,G4,0.044,28,30/06/2012,12:33:46
38,1,_-D-Lactose,H1,0.059,29,30/06/2012,12:33:46
38,1,D L-_-Glycerol Phosphate,H2,0.039,30,30/06/2012,12:33:46
38,1,D-Malic Acid,H3,0.046,31,30/06/2012,12:33:46
38,1,Putrescine,H4,0.042,32,30/06/2012,12:33:46
38,1,Water,A1,0.061,33,30/06/2012,12:33:46
38,1,_-Methyl-D-Glucoside,A2,0.071,34,30/06/2012,12:33:46
38,1,D-Galactonic Acid _-Lactone,A3,0.041,35,30/06/2012,12:33:46
38,1,L-Arginine,A4,0.06,36,30/06/2012,12:33:46
38,1,Pyruvic Acid Methyl Ester,B1,0.391,37,30/06/2012,12:33:46
38,1,D-Xylose,B2,0.208,38,30/06/2012,12:33:46
38,1,D-Galacturonic Acid,B3,0.045,39,30/06/2012,12:33:46
38,1,L-Asparagine,B4,0.045,40,30/06/2012,12:33:46
38,1,Tween 40,C1,0.352,41,30/06/2012,12:33:46
38,1,i-Erythritol,C2,0.196,42,30/06/2012,12:33:46
38,1,2-Hydroxy Benzoic Acid,C3,0.043,43,30/06/2012,12:33:46
38,1,L-Phenylalanine,C4,0.211,44,30/06/2012,12:33:46
38,1,Tween 80,D1,0.431,45,30/06/2012,12:33:46
38,1,D-Mannitol,D2,0.042,46,30/06/2012,12:33:46
38,1,4-Hydroxy Benzoic Acid,D3,0.072,47,30/06/2012,12:33:46
38,1,L-Serine,D4,0.044,48,30/06/2012,12:33:46
38,1,_-Cyclodextrin,E1,0.045,49,30/06/2012,12:33:46
38,1,N-Acetyl-D-Glucosamine,E2,0.042,50,30/06/2012,12:33:46
38,1,_-Hydroxybutyric Acid,E3,0.043,51,30/06/2012,12:33:46
38,1,L-Threonine,E4,0.067,52,30/06/2012,12:33:46
38,1,Glycogen,F1,0.044,53,30/06/2012,12:33:46
38,1,D-Glucosaminic Acid,F2,0.1,54,30/06/2012,12:33:46
38,1,Itaconic Acid,F3,0.063,55,30/06/2012,12:33:46
38,1,Glycyl-L-Glutamic Acid,F4,0.043,56,30/06/2012,12:33:46
38,1,D-Cellobiose,G1,0.043,57,30/06/2012,12:33:46
38,1,Glucose-1-Phosphate,G2,0.104,58,30/06/2012,12:33:46
38,1,_-Ketobutyric Acid,G3,0.067,59,30/06/2012,12:33:46
38,1,Phenylethyl-amine,G4,0.078,60,30/06/2012,12:33:46
38,1,_-D-Lactose,H1,0.079,61,30/06/2012,12:33:46
38,1,D L-_-Glycerol Phosphate,H2,0.181,62,30/06/2012,12:33:46
38,1,D-Malic Acid,H3,0.042,63,30/06/2012,12:33:46
38,1,Putrescine,H4,0.043,64,30/06/2012,12:33:46
38,1,Water,A1,0.083,65,30/06/2012,12:33:46
38,1,_-Methyl-D-Glucoside,A2,0.041,66,30/06/2012,12:33:46
38,1,D-Galactonic Acid _-Lactone,A3,0.04,67,30/06/2012,12:33:46
38,1,L-Arginine,A4,0.086,68,30/06/2012,12:33:46
38,1,Pyruvic Acid Methyl Ester,B1,0.05,69,30/06/2012,12:33:46
38,1,D-Xylose,B2,0.122,70,30/06/2012,12:33:46
38,1,D-Galacturonic Acid,B3,0.041,71,30/06/2012,12:33:46
38,1,L-Asparagine,B4,0.084,72,30/06/2012,12:33:46
38,1,Tween 40,C1,0.061,73,30/06/2012,12:33:46
38,1,i-Erythritol,C2,0.042,74,30/06/2012,12:33:46
38,1,2-Hydroxy Benzoic Acid,C3,0.059,75,30/06/2012,12:33:46
38,1,L-Phenylalanine,C4,0.059,76,30/06/2012,12:33:46
38,1,Tween 80,D1,0.078,77,30/06/2012,12:33:46
38,1,D-Mannitol,D2,0.072,78,30/06/2012,12:33:46
38,1,4-Hydroxy Benzoic Acid,D3,0.042,79,30/06/2012,12:33:46
38,1,L-Serine,D4,0.046,80,30/06/2012,12:33:46
38,1,_-Cyclodextrin,E1,0.064,81,30/06/2012,12:33:46
38,1,N-Acetyl-D-Glucosamine,E2,0.049,82,30/06/2012,12:33:46
38,1,_-Hydroxybutyric Acid,E3,0.062,83,30/06/2012,12:33:46
38,1,L-Threonine,E4,0.046,84,30/06/2012,12:33:46
38,1,Glycogen,F1,0.045,85,30/06/2012,12:33:46
38,1,D-Glucosaminic Acid,F2,0.159,86,30/06/2012,12:33:46
38,1,Itaconic Acid,F3,0.078,87,30/06/2012,12:33:46
38,1,Glycyl-L-Glutamic Acid,F4,0.042,88,30/06/2012,12:33:46
38,1,D-Cellobiose,G1,0.042,89,30/06/2012,12:33:46
38,1,Glucose-1-Phosphate,G2,0.158,90,30/06/2012,12:33:46
38,1,_-Ketobutyric Acid,G3,0.074,91,30/06/2012,12:33:46
38,1,Phenylethyl-amine,G4,0.08,92,30/06/2012,12:33:46
38,1,_-D-Lactose,H1,0.042,93,30/06/2012,12:33:46
38,1,D L-_-Glycerol Phosphate,H2,0.052,94,30/06/2012,12:33:46
38,1,D-Malic Acid,H3,0.069,95,30/06/2012,12:33:46
38,1,Putrescine,H4,0.073,96,30/06/2012,12:33:46
48,1,Water,A1,0.054,1,30/06/2012,22:46:40
48,1,_-Methyl-D-Glucoside,A2,0.058,2,30/06/2012,22:46:40
48,1,D-Galactonic Acid _-Lactone,A3,0.042,3,30/06/2012,22:46:40
48,1,L-Arginine,A4,0.043,4,30/06/2012,22:46:40
48,1,Pyruvic Acid Methyl Ester,B1,0.057,5,30/06/2012,22:46:40
48,1,D-Xylose,B2,0.06,6,30/06/2012,22:46:40
48,1,D-Galacturonic Acid,B3,0.372,7,30/06/2012,22:46:40
48,1,L-Asparagine,B4,0.075,8,30/06/2012,22:46:40
48,1,Tween 40,C1,0.058,9,30/06/2012,22:46:40
48,1,i-Erythritol,C2,0.044,10,30/06/2012,22:46:40
48,1,2-Hydroxy Benzoic Acid,C3,0.317,11,30/06/2012,22:46:40
48,1,L-Phenylalanine,C4,0.312,12,30/06/2012,22:46:40
48,1,Tween 80,D1,0.344,13,30/06/2012,22:46:40
48,1,D-Mannitol,D2,0.058,14,30/06/2012,22:46:40
48,1,4-Hydroxy Benzoic Acid,D3,0.043,15,30/06/2012,22:46:40
48,1,L-Serine,D4,0.898,16,30/06/2012,22:46:40
48,1,_-Cyclodextrin,E1,0.227,17,30/06/2012,22:46:40
48,1,N-Acetyl-D-Glucosamine,E2,0.057,18,30/06/2012,22:46:40
48,1,_-Hydroxybutyric Acid,E3,0.042,19,30/06/2012,22:46:40
48,1,L-Threonine,E4,0.707,20,30/06/2012,22:46:40
48,1,Glycogen,F1,0.043,21,30/06/2012,22:46:40
48,1,D-Glucosaminic Acid,F2,0.05,22,30/06/2012,22:46:40
48,1,Itaconic Acid,F3,0.989,23,30/06/2012,22:46:40
48,1,Glycyl-L-Glutamic Acid,F4,0.877,24,30/06/2012,22:46:40
48,1,D-Cellobiose,G1,0.148,25,30/06/2012,22:46:40
48,1,Glucose-1-Phosphate,G2,0.041,26,30/06/2012,22:46:40
48,1,_-Ketobutyric Acid,G3,0.049,27,30/06/2012,22:46:40
48,1,Phenylethyl-amine,G4,0.044,28,30/06/2012,22:46:40
48,1,_-D-Lactose,H1,0.059,29,30/06/2012,22:46:40
48,1,D L-_-Glycerol Phosphate,H2,0.039,30,30/06/2012,22:46:40
48,1,D-Malic Acid,H3,0.048,31,30/06/2012,22:46:40
48,1,Putrescine,H4,0.075,32,30/06/2012,22:46:40
48,1,Water,A1,0.2,33,30/06/2012,22:46:40
48,1,_-Methyl-D-Glucoside,A2,0.12,34,30/06/2012,22:46:40
48,1,D-Galactonic Acid _-Lactone,A3,0.041,35,30/06/2012,22:46:40
48,1,L-Arginine,A4,0.061,36,30/06/2012,22:46:40
48,1,Pyruvic Acid Methyl Ester,B1,0.548,37,30/06/2012,22:46:40
48,1,D-Xylose,B2,0.43,38,30/06/2012,22:46:40
48,1,D-Galacturonic Acid,B3,0.045,39,30/06/2012,22:46:40
48,1,L-Asparagine,B4,0.045,40,30/06/2012,22:46:40
48,1,Tween 40,C1,0.544,41,30/06/2012,22:46:40
48,1,i-Erythritol,C2,0.653,42,30/06/2012,22:46:40
48,1,2-Hydroxy Benzoic Acid,C3,0.043,43,30/06/2012,22:46:40
48,1,L-Phenylalanine,C4,0.385,44,30/06/2012,22:46:40
48,1,Tween 80,D1,0.551,45,30/06/2012,22:46:40
48,1,D-Mannitol,D2,0.042,46,30/06/2012,22:46:40
48,1,4-Hydroxy Benzoic Acid,D3,0.346,47,30/06/2012,22:46:40
48,1,L-Serine,D4,0.044,48,30/06/2012,22:46:40
48,1,_-Cyclodextrin,E1,0.045,49,30/06/2012,22:46:40
48,1,N-Acetyl-D-Glucosamine,E2,0.042,50,30/06/2012,22:46:40
48,1,_-Hydroxybutyric Acid,E3,0.043,51,30/06/2012,22:46:40
48,1,L-Threonine,E4,0.077,52,30/06/2012,22:46:40
48,1,Glycogen,F1,0.071,53,30/06/2012,22:46:40
48,1,D-Glucosaminic Acid,F2,0.265,54,30/06/2012,22:46:40
48,1,Itaconic Acid,F3,0.065,55,30/06/2012,22:46:40
48,1,Glycyl-L-Glutamic Acid,F4,0.076,56,30/06/2012,22:46:40
48,1,D-Cellobiose,G1,0.046,57,30/06/2012,22:46:40
48,1,Glucose-1-Phosphate,G2,0.395,58,30/06/2012,22:46:40
48,1,_-Ketobutyric Acid,G3,0.069,59,30/06/2012,22:46:40
48,1,Phenylethyl-amine,G4,0.068,60,30/06/2012,22:46:40
48,1,_-D-Lactose,H1,0.075,61,30/06/2012,22:46:40
48,1,D L-_-Glycerol Phosphate,H2,0.186,62,30/06/2012,22:46:40
48,1,D-Malic Acid,H3,0.042,63,30/06/2012,22:46:40
48,1,Putrescine,H4,0.063,64,30/06/2012,22:46:40
48,1,Water,A1,0.078,65,30/06/2012,22:46:40
48,1,_-Methyl-D-Glucoside,A2,0.043,66,30/06/2012,22:46:40
48,1,D-Galactonic Acid _-Lactone,A3,0.041,67,30/06/2012,22:46:40
48,1,L-Arginine,A4,0.129,68,30/06/2012,22:46:40
48,1,Pyruvic Acid Methyl Ester,B1,0.051,69,30/06/2012,22:46:40
48,1,D-Xylose,B2,0.258,70,30/06/2012,22:46:40
48,1,D-Galacturonic Acid,B3,0.041,71,30/06/2012,22:46:40
48,1,L-Asparagine,B4,0.083,72,30/06/2012,22:46:40
48,1,Tween 40,C1,0.059,73,30/06/2012,22:46:40
48,1,i-Erythritol,C2,0.043,74,30/06/2012,22:46:40
48,1,2-Hydroxy Benzoic Acid,C3,0.061,75,30/06/2012,22:46:40
48,1,L-Phenylalanine,C4,0.063,76,30/06/2012,22:46:40
48,1,Tween 80,D1,0.071,77,30/06/2012,22:46:40
48,1,D-Mannitol,D2,0.069,78,30/06/2012,22:46:40
48,1,4-Hydroxy Benzoic Acid,D3,0.042,79,30/06/2012,22:46:40
48,1,L-Serine,D4,0.045,80,30/06/2012,22:46:40
48,1,_-Cyclodextrin,E1,0.059,81,30/06/2012,22:46:40
48,1,N-Acetyl-D-Glucosamine,E2,0.05,82,30/06/2012,22:46:40
48,1,_-Hydroxybutyric Acid,E3,0.063,83,30/06/2012,22:46:40
48,1,L-Threonine,E4,0.06,84,30/06/2012,22:46:40
48,1,Glycogen,F1,0.059,85,30/06/2012,22:46:40
48,1,D-Glucosaminic Acid,F2,0.234,86,30/06/2012,22:46:40
48,1,Itaconic Acid,F3,0.082,87,30/06/2012,22:46:40
48,1,Glycyl-L-Glutamic Acid,F4,0.042,88,30/06/2012,22:46:40
48,1,D-Cellobiose,G1,0.042,89,30/06/2012,22:46:40
48,1,Glucose-1-Phosphate,G2,0.225,90,30/06/2012,22:46:40
48,1,_-Ketobutyric Acid,G3,0.075,91,30/06/2012,22:46:40
