EcologExpTime,PlateCode,C -Source,Well,OD700,WellNr,Date,Time
0,35,_-Hydroxybutyric Acid,E3,0.05,51,14/06/2012,21:38:25
0,35,L-Threonine,E4,0.039,52,14/06/2012,21:38:25
0,35,Glycogen,F1,0.052,53,14/06/2012,21:38:25
0,35,D-Glucosaminic Acid,F2,0.042,54,14/06/2012,21:38:25
0,35,Itaconic Acid,F3,0.052,55,14/06/2012,21:38:25
0,35,Glycyl-L-Glutamic Acid,F4,0.04,56,14/06/2012,21:38:25
0,35,D-Cellobiose,G1,0.051,57,14/06/2012,21:38:25
0,35,Glucose-1-Phosphate,G2,0.097,58,14/06/2012,21:38:25
0,35,_-Ketobutyric Acid,G3,0.076,59,14/06/2012,21:38:25
0,35,Phenylethyl-amine,G4,0.068,60,14/06/2012,21:38:25
0,35,_-D-Lactose,H1,0.048,61,14/06/2012,21:38:25
0,35,D L-_-Glycerol Phosphate,H2,0.041,62,14/06/2012,21:38:25
0,35,D-Malic Acid,H3,0.04,63,14/06/2012,21:38:25
0,35,Putrescine,H4,0.04,64,14/06/2012,21:38:25
0,35,Water,A1,0.048,65,14/06/2012,21:38:25
0,35,_-Methyl-D-Glucoside,A2,0.045,66,14/06/2012,21:38:25
0,35,D-Galactonic Acid _-Lactone,A3,0.04,67,14/06/2012,21:38:25
0,35,L-Arginine,A4,0.042,68,14/06/2012,21:38:25
0,35,Pyruvic Acid Methyl Ester,B1,0.048,69,14/06/2012,21:38:25
0,35,D-Xylose,B2,0.067,70,14/06/2012,21:38:25
0,35,D-Galacturonic Acid,B3,0.045,71,14/06/2012,21:38:25
0,35,L-Asparagine,B4,0.041,72,14/06/2012,21:38:25
0,35,Tween 40,C1,0.044,73,14/06/2012,21:38:25
0,35,i-Erythritol,C2,0.042,74,14/06/2012,21:38:25
0,35,2-Hydroxy Benzoic Acid,C3,0.044,75,14/06/2012,21:38:25
0,35,L-Phenylalanine,C4,0.251,76,14/06/2012,21:38:25
0,35,Tween 80,D1,0.043,77,14/06/2012,21:38:25
0,35,D-Mannitol,D2,0.045,78,14/06/2012,21:38:25
0,35,4-Hydroxy Benzoic Acid,D3,0.05,79,14/06/2012,21:38:25
0,35,L-Serine,D4,0.091,80,14/06/2012,21:38:25
0,35,_-Cyclodextrin,E1,0.044,81,14/06/2012,21:38:25
0,35,N-Acetyl-D-Glucosamine,E2,0.051,82,14/06/2012,21:38:25
0,35,_-Hydroxybutyric Acid,E3,0.043,83,14/06/2012,21:38:25
0,35,L-Threonine,E4,0.044,84,14/06/2012,21:38:25
0,35,Glycogen,F1,0.044,85,14/06/2012,21:38:25
0,35,D-Glucosaminic Acid,F2,0.04,86,14/06/2012,21:38:25
0,35,Itaconic Acid,F3,0.043,87,14/06/2012,21:38:25
0,35,Glycyl-L-Glutamic Acid,F4,0.054,88,14/06/2012,21:38:25
0,35,D-Cellobiose,G1,0.043,89,14/06/2012,21:38:25
0,35,Glucose-1-Phosphate,G2,0.042,90,14/06/2012,21:38:25
0,35,_-Ketobutyric Acid,G3,0.043,91,14/06/2012,21:38:25
0,35,Phenylethyl-amine,G4,0.047,92,14/06/2012,21:38:25
0,35,_-D-Lactose,H1,0.042,93,14/06/2012,21:38:25
0,35,D L-_-Glycerol Phosphate,H2,0.084,94,14/06/2012,21:38:25
0,35,D-Malic Acid,H3,0.043,95,14/06/2012,21:38:25
0,35,Putrescine,H4,0.113,96,14/06/2012,21:38:25
13,35,Water,A1,0.044,1,15/06/2012,12:58:54
13,35,_-Methyl-D-Glucoside,A2,0.041,2,15/06/2012,12:58:54
13,35,D-Galactonic Acid _-Lactone,A3,0.039,3,15/06/2012,12:58:54
13,35,L-Arginine,A4,0.046,4,15/06/2012,12:58:54
13,35,Pyruvic Acid Methyl Ester,B1,0.04,5,15/06/2012,12:58:54
13,35,D-Xylose,B2,0.042,6,15/06/2012,12:58:54
13,35,D-Galacturonic Acid,B3,0.042,7,15/06/2012,12:58:54
13,35,L-Asparagine,B4,0.083,8,15/06/2012,12:58:54
13,35,Tween 40,C1,0.061,9,15/06/2012,12:58:54
13,35,i-Erythritol,C2,0.043,10,15/06/2012,12:58:54
13,35,2-Hydroxy Benzoic Acid,C3,0.044,11,15/06/2012,12:58:54
13,35,L-Phenylalanine,C4,0.044,12,15/06/2012,12:58:54
13,35,Tween 80,D1,0.044,13,15/06/2012,12:58:54
13,35,D-Mannitol,D2,0.057,14,15/06/2012,12:58:54
13,35,4-Hydroxy Benzoic Acid,D3,0.046,15,15/06/2012,12:58:54
13,35,L-Serine,D4,0.04,16,15/06/2012,12:58:54
13,35,_-Cyclodextrin,E1,0.044,17,15/06/2012,12:58:54
13,35,N-Acetyl-D-Glucosamine,E2,0.055,18,15/06/2012,12:58:54
13,35,_-Hydroxybutyric Acid,E3,0.041,19,15/06/2012,12:58:54
13,35,L-Threonine,E4,0.041,20,15/06/2012,12:58:54
13,35,Glycogen,F1,0.047,21,15/06/2012,12:58:54
13,35,D-Glucosaminic Acid,F2,0.058,22,15/06/2012,12:58:54
13,35,Itaconic Acid,F3,0.076,23,15/06/2012,12:58:54
13,35,Glycyl-L-Glutamic Acid,F4,0.043,24,15/06/2012,12:58:54
13,35,D-Cellobiose,G1,0.051,25,15/06/2012,12:58:54
13,35,Glucose-1-Phosphate,G2,0.044,26,15/06/2012,12:58:54
13,35,_-Ketobutyric Acid,G3,0.047,27,15/06/2012,12:58:54
13,35,Phenylethyl-amine,G4,0.041,28,15/06/2012,12:58:54
13,35,_-D-Lactose,H1,0.083,29,15/06/2012,12:58:54
13,35,D L-_-Glycerol Phosphate,H2,0.043,30,15/06/2012,12:58:54
13,35,D-Malic Acid,H3,0.04,31,15/06/2012,12:58:54
13,35,Putrescine,H4,0.043,32,15/06/2012,12:58:54
13,35,Water,A1,0.054,33,15/06/2012,12:58:54
13,35,_-Methyl-D-Glucoside,A2,0.045,34,15/06/2012,12:58:54
13,35,D-Galactonic Acid _-Lactone,A3,0.04,35,15/06/2012,12:58:54
13,35,L-Arginine,A4,0.058,36,15/06/2012,12:58:54
13,35,Pyruvic Acid Methyl Ester,B1,0.055,37,15/06/2012,12:58:54
13,35,D-Xylose,B2,0.043,38,15/06/2012,12:58:54
13,35,D-Galacturonic Acid,B3,0.041,39,15/06/2012,12:58:54
13,35,L-Asparagine,B4,0.04,40,15/06/2012,12:58:54
13,35,Tween 40,C1,0.054,41,15/06/2012,12:58:54
13,35,i-Erythritol,C2,0.041,42,15/06/2012,12:58:54
13,35,2-Hydroxy Benzoic Acid,C3,0.045,43,15/06/2012,12:58:54
13,35,L-Phenylalanine,C4,0.041,44,15/06/2012,12:58:54
13,35,Tween 80,D1,0.056,45,15/06/2012,12:58:54
13,35,D-Mannitol,D2,0.041,46,15/06/2012,12:58:54
13,35,4-Hydroxy Benzoic Acid,D3,0.046,47,15/06/2012,12:58:54
13,35,L-Serine,D4,0.042,48,15/06/2012,12:58:54
13,35,_-Cyclodextrin,E1,0.045,49,15/06/2012,12:58:54
13,35,N-Acetyl-D-Glucosamine,E2,0.157,50,15/06/2012,12:58:54
13,35,_-Hydroxybutyric Acid,E3,0.043,51,15/06/2012,12:58:54
13,35,L-Threonine,E4,0.039,52,15/06/2012,12:58:54
13,35,Glycogen,F1,0.048,53,15/06/2012,12:58:54
13,35,D-Glucosaminic Acid,F2,0.042,54,15/06/2012,12:58:54
13,35,Itaconic Acid,F3,0.045,55,15/06/2012,12:58:54
13,35,Glycyl-L-Glutamic Acid,F4,0.041,56,15/06/2012,12:58:54
13,35,D-Cellobiose,G1,0.043,57,15/06/2012,12:58:54
13,35,Glucose-1-Phosphate,G2,0.055,58,15/06/2012,12:58:54
13,35,_-Ketobutyric Acid,G3,0.046,59,15/06/2012,12:58:54
13,35,Phenylethyl-amine,G4,0.057,60,15/06/2012,12:58:54
13,35,_-D-Lactose,H1,0.049,61,15/06/2012,12:58:54
13,35,D L-_-Glycerol Phosphate,H2,0.041,62,15/06/2012,12:58:54
13,35,D-Malic Acid,H3,0.04,63,15/06/2012,12:58:54
13,35,Putrescine,H4,0.041,64,15/06/2012,12:58:54
13,35,Water,A1,0.05,65,15/06/2012,12:58:54
13,35,_-Methyl-D-Glucoside,A2,0.046,66,15/06/2012,12:58:54
13,35,D-Galactonic Acid _-Lactone,A3,0.04,67,15/06/2012,12:58:54
13,35,L-Arginine,A4,0.043,68,15/06/2012,12:58:54
13,35,Pyruvic Acid Methyl Ester,B1,0.05,69,15/06/2012,12:58:54
13,35,D-Xylose,B2,0.058,70,15/06/2012,12:58:54
13,35,D-Galacturonic Acid,B3,0.047,71,15/06/2012,12:58:54
13,35,L-Asparagine,B4,0.042,72,15/06/2012,12:58:54
13,35,Tween 40,C1,0.045,73,15/06/2012,12:58:54
13,35,i-Erythritol,C2,0.043,74,15/06/2012,12:58:54
13,35,2-Hydroxy Benzoic Acid,C3,0.045,75,15/06/2012,12:58:54
13,35,L-Phenylalanine,C4,0.233,76,15/06/2012,12:58:54
13,35,Tween 80,D1,0.044,77,15/06/2012,12:58:54
13,35,D-Mannitol,D2,0.045,78,15/06/2012,12:58:54
13,35,4-Hydroxy Benzoic Acid,D3,0.043,79,15/06/2012,12:58:54
13,35,L-Serine,D4,0.061,80,15/06/2012,12:58:54
13,35,_-Cyclodextrin,E1,0.044,81,15/06/2012,12:58:54
13,35,N-Acetyl-D-Glucosamine,E2,0.049,82,15/06/2012,12:58:54
13,35,_-Hydroxybutyric Acid,E3,0.044,83,15/06/2012,12:58:54
13,35,L-Threonine,E4,0.043,84,15/06/2012,12:58:54
13,35,Glycogen,F1,0.044,85,15/06/2012,12:58:54
13,35,D-Glucosaminic Acid,F2,0.04,86,15/06/2012,12:58:54
13,35,Itaconic Acid,F3,0.043,87,15/06/2012,12:58:54
13,35,Glycyl-L-Glutamic Acid,F4,0.054,88,15/06/2012,12:58:54
13,35,D-Cellobiose,G1,0.043,89,15/06/2012,12:58:54
13,35,Glucose-1-Phosphate,G2,0.042,90,15/06/2012,12:58:54
13,35,_-Ketobutyric Acid,G3,0.044,91,15/06/2012,12:58:54
13,35,Phenylethyl-amine,G4,0.047,92,15/06/2012,12:58:54
13,35,_-D-Lactose,H1,0.043,93,15/06/2012,12:58:54
13,35,D L-_-Glycerol Phosphate,H2,0.061,94,15/06/2012,12:58:54
13,35,D-Malic Acid,H3,0.044,95,15/06/2012,12:58:54
13,35,Putrescine,H4,0.047,96,15/06/2012,12:58:54
40,35,Water,A1,0.05,1,16/06/2012,16:47:21
40,35,_-Methyl-D-Glucoside,A2,0.048,2,16/06/2012,16:47:21
40,35,D-Galactonic Acid _-Lactone,A3,0.047,3,16/06/2012,16:47:21
40,35,L-Arginine,A4,0.051,4,16/06/2012,16:47:21
40,35,Pyruvic Acid Methyl Ester,B1,0.047,5,16/06/2012,16:47:21
40,35,D-Xylose,B2,0.05,6,16/06/2012,16:47:21
40,35,D-Galacturonic Acid,B3,0.05,7,16/06/2012,16:47:21
40,35,L-Asparagine,B4,0.075,8,16/06/2012,16:47:21
40,35,Tween 40,C1,0.063,9,16/06/2012,16:47:21
40,35,i-Erythritol,C2,0.05,10,16/06/2012,16:47:21
40,35,2-Hydroxy Benzoic Acid,C3,0.051,11,16/06/2012,16:47:21
40,35,L-Phenylalanine,C4,0.05,12,16/06/2012,16:47:21
40,35,Tween 80,D1,0.24,13,16/06/2012,16:47:21
40,35,D-Mannitol,D2,0.056,14,16/06/2012,16:47:21
40,35,4-Hydroxy Benzoic Acid,D3,0.195,15,16/06/2012,16:47:21
40,35,L-Serine,D4,0.053,16,16/06/2012,16:47:21
40,35,_-Cyclodextrin,E1,0.244,17,16/06/2012,16:47:21
40,35,N-Acetyl-D-Glucosamine,E2,0.054,18,16/06/2012,16:47:21
40,35,_-Hydroxybutyric Acid,E3,0.218,19,16/06/2012,16:47:21
40,35,L-Threonine,E4,0.056,20,16/06/2012,16:47:21
40,35,Glycogen,F1,0.257,21,16/06/2012,16:47:21
40,35,D-Glucosaminic Acid,F2,0.049,22,16/06/2012,16:47:21
40,35,Itaconic Acid,F3,0.211,23,16/06/2012,16:47:21
40,35,Glycyl-L-Glutamic Acid,F4,0.052,24,16/06/2012,16:47:21
40,35,D-Cellobiose,G1,0.091,25,16/06/2012,16:47:21
40,35,Glucose-1-Phosphate,G2,0.049,26,16/06/2012,16:47:21
40,35,_-Ketobutyric Acid,G3,0.044,27,16/06/2012,16:47:21
40,35,Phenylethyl-amine,G4,0.048,28,16/06/2012,16:47:21
40,35,_-D-Lactose,H1,0.141,29,16/06/2012,16:47:21
40,35,D L-_-Glycerol Phosphate,H2,0.049,30,16/06/2012,16:47:21
40,35,D-Malic Acid,H3,0.041,31,16/06/2012,16:47:21
40,35,Putrescine,H4,0.049,32,16/06/2012,16:47:21
40,35,Water,A1,0.083,33,16/06/2012,16:47:21
40,35,_-Methyl-D-Glucoside,A2,0.052,34,16/06/2012,16:47:21
40,35,D-Galactonic Acid _-Lactone,A3,0.04,35,16/06/2012,16:47:21
40,35,L-Arginine,A4,0.056,36,16/06/2012,16:47:21
40,35,Pyruvic Acid Methyl Ester,B1,0.16,37,16/06/2012,16:47:21
40,35,D-Xylose,B2,0.211,38,16/06/2012,16:47:21
40,35,D-Galacturonic Acid,B3,0.049,39,16/06/2012,16:47:21
40,35,L-Asparagine,B4,0.05,40,16/06/2012,16:47:21
40,35,Tween 40,C1,0.182,41,16/06/2012,16:47:21
40,35,i-Erythritol,C2,0.213,42,16/06/2012,16:47:21
40,35,2-Hydroxy Benzoic Acid,C3,0.05,43,16/06/2012,16:47:21
40,35,L-Phenylalanine,C4,0.049,44,16/06/2012,16:47:21
40,35,Tween 80,D1,0.138,45,16/06/2012,16:47:21
40,35,D-Mannitol,D2,0.214,46,16/06/2012,16:47:21
40,35,4-Hydroxy Benzoic Acid,D3,0.052,47,16/06/2012,16:47:21
40,35,L-Serine,D4,0.053,48,16/06/2012,16:47:21
40,35,_-Cyclodextrin,E1,0.054,49,16/06/2012,16:47:21
40,35,N-Acetyl-D-Glucosamine,E2,0.167,50,16/06/2012,16:47:21
40,35,_-Hydroxybutyric Acid,E3,0.049,51,16/06/2012,16:47:21
40,35,L-Threonine,E4,0.046,52,16/06/2012,16:47:21
40,35,Glycogen,F1,0.052,53,16/06/2012,16:47:21
40,35,D-Glucosaminic Acid,F2,0.077,54,16/06/2012,16:47:21
40,35,Itaconic Acid,F3,0.05,55,16/06/2012,16:47:21
40,35,Glycyl-L-Glutamic Acid,F4,0.047,56,16/06/2012,16:47:21
40,35,D-Cellobiose,G1,0.051,57,16/06/2012,16:47:21
40,35,Glucose-1-Phosphate,G2,0.107,58,16/06/2012,16:47:21
40,35,_-Ketobutyric Acid,G3,0.052,59,16/06/2012,16:47:21
40,35,Phenylethyl-amine,G4,0.058,60,16/06/2012,16:47:21
40,35,_-D-Lactose,H1,0.075,61,16/06/2012,16:47:21
40,35,D L-_-Glycerol Phosphate,H2,0.041,62,16/06/2012,16:47:21
40,35,D-Malic Acid,H3,0.048,63,16/06/2012,16:47:21
40,35,Putrescine,H4,0.151,64,16/06/2012,16:47:21
40,35,Water,A1,0.074,65,16/06/2012,16:47:21
40,35,_-Methyl-D-Glucoside,A2,0.052,66,16/06/2012,16:47:21
40,35,D-Galactonic Acid _-Lactone,A3,0.046,67,16/06/2012,16:47:21
40,35,L-Arginine,A4,0.161,68,16/06/2012,16:47:21
40,35,Pyruvic Acid Methyl Ester,B1,0.075,69,16/06/2012,16:47:21
40,35,D-Xylose,B2,0.059,70,16/06/2012,16:47:21
40,35,D-Galacturonic Acid,B3,0.056,71,16/06/2012,16:47:21
40,35,L-Asparagine,B4,0.177,72,16/06/2012,16:47:21
40,35,Tween 40,C1,0.164,73,16/06/2012,16:47:21
40,35,i-Erythritol,C2,0.06,74,16/06/2012,16:47:21
40,35,2-Hydroxy Benzoic Acid,C3,0.05,75,16/06/2012,16:47:21
40,35,L-Phenylalanine,C4,0.358,76,16/06/2012,16:47:21
40,35,Tween 80,D1,0.224,77,16/06/2012,16:47:21
40,35,D-Mannitol,D2,0.059,78,16/06/2012,16:47:21
40,35,4-Hydroxy Benzoic Acid,D3,0.048,79,16/06/2012,16:47:21
40,35,L-Serine,D4,0.064,80,16/06/2012,16:47:21
40,35,_-Cyclodextrin,E1,0.2,81,16/06/2012,16:47:21
40,35,N-Acetyl-D-Glucosamine,E2,0.063,82,16/06/2012,16:47:21
40,35,_-Hydroxybutyric Acid,E3,0.049,83,16/06/2012,16:47:21
40,35,L-Threonine,E4,0.048,84,16/06/2012,16:47:21
40,35,Glycogen,F1,0.106,85,16/06/2012,16:47:21
40,35,D-Glucosaminic Acid,F2,0.061,86,16/06/2012,16:47:21
40,35,Itaconic Acid,F3,0.141,87,16/06/2012,16:47:21
40,35,Glycyl-L-Glutamic Acid,F4,0.06,88,16/06/2012,16:47:21
40,35,D-Cellobiose,G1,0.084,89,16/06/2012,16:47:21
40,35,Glucose-1-Phosphate,G2,0.058,90,16/06/2012,16:47:21
40,35,_-Ketobutyric Acid,G3,0.189,91,16/06/2012,16:47:21
40,35,Phenylethyl-amine,G4,0.052,92,16/06/2012,16:47:21
40,35,_-D-Lactose,H1,0.064,93,16/06/2012,16:47:21
40,35,D L-_-Glycerol Phosphate,H2,0.072,94,16/06/2012,16:47:21
40,35,D-Malic Acid,H3,0.144,95,16/06/2012,16:47:21
40,35,Putrescine,H4,0.054,96,16/06/2012,16:47:21
46,35,Water,A1,0.053,1,16/06/2012,22:28:48
46,35,_-Methyl-D-Glucoside,A2,0.05,2,16/06/2012,22:28:48
46,35,D-Galactonic Acid _-Lactone,A3,0.047,3,16/06/2012,22:28:48
46,35,L-Arginine,A4,0.053,4,16/06/2012,22:28:48
46,35,Pyruvic Acid Methyl Ester,B1,0.05,5,16/06/2012,22:28:48
46,35,D-Xylose,B2,0.052,6,16/06/2012,22:28:48
46,35,D-Galacturonic Acid,B3,0.051,7,16/06/2012,22:28:48
46,35,L-Asparagine,B4,0.076,8,16/06/2012,22:28:48
46,35,Tween 40,C1,0.064,9,16/06/2012,22:28:48
46,35,i-Erythritol,C2,0.052,10,16/06/2012,22:28:48
46,35,2-Hydroxy Benzoic Acid,C3,0.052,11,16/06/2012,22:28:48
46,35,L-Phenylalanine,C4,0.051,12,16/06/2012,22:28:48
46,35,Tween 80,D1,0.331,13,16/06/2012,22:28:48
46,35,D-Mannitol,D2,0.056,14,16/06/2012,22:28:48
46,35,4-Hydroxy Benzoic Acid,D3,0.283,15,16/06/2012,22:28:48
46,35,L-Serine,D4,0.056,16,16/06/2012,22:28:48
46,35,_-Cyclodextrin,E1,0.357,17,16/06/2012,22:28:48
46,35,N-Acetyl-D-Glucosamine,E2,0.054,18,16/06/2012,22:28:48
46,35,_-Hydroxybutyric Acid,E3,0.324,19,16/06/2012,22:28:48
46,35,L-Threonine,E4,0.06,20,16/06/2012,22:28:48
46,35,Glycogen,F1,0.372,21,16/06/2012,22:28:48
46,35,D-Glucosaminic Acid,F2,0.049,22,16/06/2012,22:28:48
46,35,Itaconic Acid,F3,0.297,23,16/06/2012,22:28:48
46,35,Glycyl-L-Glutamic Acid,F4,0.055,24,16/06/2012,22:28:48
46,35,D-Cellobiose,G1,0.126,25,16/06/2012,22:28:48
46,35,Glucose-1-Phosphate,G2,0.052,26,16/06/2012,22:28:48
46,35,_-Ketobutyric Acid,G3,0.044,27,16/06/2012,22:28:48
46,35,Phenylethyl-amine,G4,0.049,28,16/06/2012,22:28:48
46,35,_-D-Lactose,H1,0.183,29,16/06/2012,22:28:48
46,35,D L-_-Glycerol Phosphate,H2,0.053,30,16/06/2012,22:28:48
46,35,D-Malic Acid,H3,0.041,31,16/06/2012,22:28:48
46,35,Putrescine,H4,0.049,32,16/06/2012,22:28:48
46,35,Water,A1,0.108,33,16/06/2012,22:28:48
46,35,_-Methyl-D-Glucoside,A2,0.055,34,16/06/2012,22:28:48
46,35,D-Galactonic Acid _-Lactone,A3,0.041,35,16/06/2012,22:28:48
46,35,L-Arginine,A4,0.056,36,16/06/2012,22:28:48
46,35,Pyruvic Acid Methyl Ester,B1,0.21,37,16/06/2012,22:28:48
46,35,D-Xylose,B2,0.249,38,16/06/2012,22:28:48
46,35,D-Galacturonic Acid,B3,0.05,39,16/06/2012,22:28:48
46,35,L-Asparagine,B4,0.052,40,16/06/2012,22:28:48
46,35,Tween 40,C1,0.238,41,16/06/2012,22:28:48
46,35,i-Erythritol,C2,0.26,42,16/06/2012,22:28:48
46,35,2-Hydroxy Benzoic Acid,C3,0.053,43,16/06/2012,22:28:48
46,35,L-Phenylalanine,C4,0.052,44,16/06/2012,22:28:48
46,35,Tween 80,D1,0.193,45,16/06/2012,22:28:48
46,35,D-Mannitol,D2,0.261,46,16/06/2012,22:28:48
46,35,4-Hydroxy Benzoic Acid,D3,0.055,47,16/06/2012,22:28:48
46,35,L-Serine,D4,0.055,48,16/06/2012,22:28:48
46,35,_-Cyclodextrin,E1,0.056,49,16/06/2012,22:28:48
46,35,N-Acetyl-D-Glucosamine,E2,0.19,50,16/06/2012,22:28:48
46,35,_-Hydroxybutyric Acid,E3,0.052,51,16/06/2012,22:28:48
46,35,L-Threonine,E4,0.047,52,16/06/2012,22:28:48
46,35,Glycogen,F1,0.054,53,16/06/2012,22:28:48
46,35,D-Glucosaminic Acid,F2,0.116,54,16/06/2012,22:28:48
46,35,Itaconic Acid,F3,0.052,55,16/06/2012,22:28:48
46,35,Glycyl-L-Glutamic Acid,F4,0.048,56,16/06/2012,22:28:48
46,35,D-Cellobiose,G1,0.053,57,16/06/2012,22:28:48
46,35,Glucose-1-Phosphate,G2,0.147,58,16/06/2012,22:28:48
46,35,_-Ketobutyric Acid,G3,0.055,59,16/06/2012,22:28:48
46,35,Phenylethyl-amine,G4,0.06,60,16/06/2012,22:28:48
46,35,_-D-Lactose,H1,0.078,61,16/06/2012,22:28:48
46,35,D L-_-Glycerol Phosphate,H2,0.042,62,16/06/2012,22:28:48
46,35,D-Malic Acid,H3,0.048,63,16/06/2012,22:28:48
46,35,Putrescine,H4,0.179,64,16/06/2012,22:28:48
46,35,Water,A1,0.076,65,16/06/2012,22:28:48
46,35,_-Methyl-D-Glucoside,A2,0.053,66,16/06/2012,22:28:48
46,35,D-Galactonic Acid _-Lactone,A3,0.047,67,16/06/2012,22:28:48
46,35,L-Arginine,A4,0.185,68,16/06/2012,22:28:48
46,35,Pyruvic Acid Methyl Ester,B1,0.077,69,16/06/2012,22:28:48
46,35,D-Xylose,B2,0.059,70,16/06/2012,22:28:48
46,35,D-Galacturonic Acid,B3,0.056,71,16/06/2012,22:28:48
46,35,L-Asparagine,B4,0.19,72,16/06/2012,22:28:48
46,35,Tween 40,C1,0.222,73,16/06/2012,22:28:48
46,35,i-Erythritol,C2,0.063,74,16/06/2012,22:28:48
46,35,2-Hydroxy Benzoic Acid,C3,0.052,75,16/06/2012,22:28:48
46,35,L-Phenylalanine,C4,0.334,76,16/06/2012,22:28:48
46,35,Tween 80,D1,0.289,77,16/06/2012,22:28:48
46,35,D-Mannitol,D2,0.062,78,16/06/2012,22:28:48
46,35,4-Hydroxy Benzoic Acid,D3,0.051,79,16/06/2012,22:28:48
46,35,L-Serine,D4,0.066,80,16/06/2012,22:28:48
46,35,_-Cyclodextrin,E1,0.254,81,16/06/2012,22:28:48
46,35,N-Acetyl-D-Glucosamine,E2,0.068,82,16/06/2012,22:28:48
46,35,_-Hydroxybutyric Acid,E3,0.051,83,16/06/2012,22:28:48
46,35,L-Threonine,E4,0.049,84,16/06/2012,22:28:48
46,35,Glycogen,F1,0.15,85,16/06/2012,22:28:48
46,35,D-Glucosaminic Acid,F2,0.075,86,16/06/2012,22:28:48
46,35,Itaconic Acid,F3,0.192,87,16/06/2012,22:28:48
46,35,Glycyl-L-Glutamic Acid,F4,0.064,88,16/06/2012,22:28:48
46,35,D-Cellobiose,G1,0.145,89,16/06/2012,22:28:48
46,35,Glucose-1-Phosphate,G2,0.072,90,16/06/2012,22:28:48
46,35,_-Ketobutyric Acid,G3,0.25,91,16/06/2012,22:28:48
46,35,Phenylethyl-amine,G4,0.056,92,16/06/2012,22:28:48
46,35,_-D-Lactose,H1,0.1,93,16/06/2012,22:28:48
46,35,D L-_-Glycerol Phosphate,H2,0.088,94,16/06/2012,22:28:48
46,35,D-Malic Acid,H3,0.196,95,16/06/2012,22:28:48
46,35,Putrescine,H4,0.055,96,16/06/2012,22:28:48
60,35,Water,A1,0.053,1,17/06/2012,11:25:55
60,35,_-Methyl-D-Glucoside,A2,0.053,2,17/06/2012,11:25:55
60,35,D-Galactonic Acid _-Lactone,A3,0.049,3,17/06/2012,11:25:55
60,35,L-Arginine,A4,0.053,4,17/06/2012,11:25:55
60,35,Pyruvic Acid Methyl Ester,B1,0.05,5,17/06/2012,11:25:55
60,35,D-Xylose,B2,0.055,6,17/06/2012,11:25:55
60,35,D-Galacturonic Acid,B3,0.052,7,17/06/2012,11:25:55
60,35,L-Asparagine,B4,0.076,8,17/06/2012,11:25:55
60,35,Tween 40,C1,0.052,9,17/06/2012,11:25:55
60,35,i-Erythritol,C2,0.055,10,17/06/2012,11:25:55
60,35,2-Hydroxy Benzoic Acid,C3,0.054,11,17/06/2012,11:25:55
60,35,L-Phenylalanine,C4,0.053,12,17/06/2012,11:25:55
60,35,Tween 80,D1,0.651,13,17/06/2012,11:25:55
60,35,D-Mannitol,D2,0.056,14,17/06/2012,11:25:55
60,35,4-Hydroxy Benzoic Acid,D3,0.472,15,17/06/2012,11:25:55
60,35,L-Serine,D4,0.072,16,17/06/2012,11:25:55
60,35,_-Cyclodextrin,E1,0.627,17,17/06/2012,11:25:55
60,35,N-Acetyl-D-Glucosamine,E2,0.054,18,17/06/2012,11:25:55
60,35,_-Hydroxybutyric Acid,E3,0.526,19,17/06/2012,11:25:55
60,35,L-Threonine,E4,0.103,20,17/06/2012,11:25:55
60,35,Glycogen,F1,0.735,21,17/06/2012,11:25:55
60,35,D-Glucosaminic Acid,F2,0.049,22,17/06/2012,11:25:55
60,35,Itaconic Acid,F3,0.52,23,17/06/2012,11:25:55
60,35,Glycyl-L-Glutamic Acid,F4,0.065,24,17/06/2012,11:25:55
60,35,D-Cellobiose,G1,0.162,25,17/06/2012,11:25:55
60,35,Glucose-1-Phosphate,G2,0.052,26,17/06/2012,11:25:55
60,35,_-Ketobutyric Acid,G3,0.044,27,17/06/2012,11:25:55
60,35,Phenylethyl-amine,G4,0.048,28,17/06/2012,11:25:55
60,35,_-D-Lactose,H1,0.259,29,17/06/2012,11:25:55
60,35,D L-_-Glycerol Phosphate,H2,0.053,30,17/06/2012,11:25:55
60,35,D-Malic Acid,H3,0.041,31,17/06/2012,11:25:55
60,35,Putrescine,H4,0.051,32,17/06/2012,11:25:55
60,35,Water,A1,0.166,33,17/06/2012,11:25:55
60,35,_-Methyl-D-Glucoside,A2,0.057,34,17/06/2012,11:25:55
60,35,D-Galactonic Acid _-Lactone,A3,0.042,35,17/06/2012,11:25:55
60,35,L-Arginine,A4,0.056,36,17/06/2012,11:25:55
60,35,Pyruvic Acid Methyl Ester,B1,0.299,37,17/06/2012,11:25:55
60,35,D-Xylose,B2,0.35,38,17/06/2012,11:25:55
60,35,D-Galacturonic Acid,B3,0.051,39,17/06/2012,11:25:55
60,35,L-Asparagine,B4,0.059,40,17/06/2012,11:25:55
60,35,Tween 40,C1,0.332,41,17/06/2012,11:25:55
60,35,i-Erythritol,C2,0.379,42,17/06/2012,11:25:55
60,35,2-Hydroxy Benzoic Acid,C3,0.056,43,17/06/2012,11:25:55
60,35,L-Phenylalanine,C4,0.058,44,17/06/2012,11:25:55
60,35,Tween 80,D1,0.287,45,17/06/2012,11:25:55
